ID,Syn
"0,ICD10_CM:F12.151","[""""""Cannabis abuse with psychotic disorder with hallucinations""""""]"
"0,MeSH:D007160","[""""""Immunoproliferative Disorders""""""]"
"0,ICD10_CM:F12.15","[""""""Cannabis abuse with psychotic disorder""""""]"
"1,ICD10_CM:Q89.4","[""""""Thoracopagus"""""",""""""Craniopagus"""""",""""""Conjoined twins"""""",""""""CraniopagusConjoined twins""""""]"
"1,PharmGKB:PA445969","[""""""Siamese twins"""""",""""""Conjoined Twin"""""",""""""Siamese twins, NOS"""""",""""""Twin, Conjoined"""""",""""""Conjoined Twins"""""",""""""Twins, Siamese"""""",""""""Siamese Twins"""""",""""""Twin, Siamese"""""",""""""Twins, Conjoined"""""",""""""Conjoined twins"""""",""""""Siamese Twin""""""]"
"1,MeSH:D014428","[""""""Twins, Conjoined"""""",""""""Siamese Twins"""""",""""""Twins, Siamese""""""]"
"2,ICD10_CM:Q06.9","[""""""Congenital disease or lesion NOS of spinal cord"""""",""""""Congenital deformity NOS of spinal cordCongenital disease or lesion NOS of spinal cord"""""",""""""Congenital malformation of spinal cord, unspecified"""""",""""""Congenital deformity NOS of spinal cord""""""]"
"2,ICD10:Q06.9","[""""""Congenital: deformity NOS of spinal cord or meninges"""""",""""""Congenital: anomaly NOS of spinal cord or meninges"""""",""""""Congenital malformation of spinal cord, unspecified"""""",""""""Congenital: disease or lesion NOS of spinal cord or meninges""""""]"
"3,ICD10_CM:Q90.2","[""""""Trisomy 21, translocation""""""]"
"3,ICD10:Q90.2","[""""""Trisomy 21, translocation""""""]"
"4,MeSH:D005877","[""""""Pituitary Gigantism"""""",""""""Gigantism""""""]"
"4,PharmGKB:PA444268","[""""""Genetic giant"""""",""""""Giantism, NOS"""""",""""""Gigantisms"""""",""""""Disorders with tall stature"""""",""""""Gigantism"""""",""""""Giantism""""""]"
"5,MeSH:D005888","[""""""Pocket, Gingival"""""",""""""Gingival Pocket""""""]"
"5,PharmGKB:PA444276","[""""""Pocket, Gingival"""""",""""""Gingival Pockets"""""",""""""Pockets, Gingival"""""",""""""Gingival pocket"""""",""""""Gingival Pocket""""""]"
"6,ICD10:C22.1","[""""""Intrahepatic bile duct carcinoma"""""",""""""Cholangiocarcinoma""""""]"
"6,MeSH:D001653","[""""""Bile Ducts, Intrahepatic""""""]"
"7,MeSH:D005910","[""""""Mixed Glioma"""""",""""""Malignant Glioma"""""",""""""Glioma"""""",""""""Glial Cell Tumors""""""]"
"7,PharmGKB:PA444284","[""""""Mixed Glioma"""""",""""""Glial Cell Tumor"""""",""""""Glioma, Malignant"""""",""""""Malignant Glioma"""""",""""""Malignant Gliomas"""""",""""""Gliomas, Malignant"""""",""""""Gliomas"""""",""""""Gliomas, Mixed"""""",""""""Mixed Gliomas"""""",""""""Tumors, Glial Cell"""""",""""""[M]Gliomas"""""",""""""Glioma"""""",""""""Tumor, Glial Cell"""""",""""""Glioma, Mixed"""""",""""""Glial Cell Tumors""""""]"
"8,PharmGKB:PA444287","[""""""Nephritis, Heymann"""""",""""""Disease, Bright"""""",""""""Glomerulonephritis, NOS"""""",""""""Glomerulonephritides"""""",""""""Bright Disease"""""",""""""Glomerulonephritis"""""",""""""Heymann Nephritis""""""]"
"8,MeSH:D005921","[""""""Glomerulonephritis"""""",""""""Bright Disease"""""",""""""Kidney Scarring""""""]"
"9,ICD10_CM:T31.1","[""""""Burns involving 10-19% of body surface""""""]"
"9,ICD10:T31.1","[""""""Burns involving 10-19% of body surface""""""]"
"10,ICD10:G30.9","[""""""Alzheimer disease, unspecified""""""]"
"10,PharmGKB:PA165108236","[""""""Disease of larynx unspecified""""""]"
"11,ICD10_CM:D64.2","[""""""Secondary sideroblastic anemia due to drugs and toxins""""""]"
"11,ICD10:D64.2","[""""""Secondary sideroblastic anaemia due to drugs and toxins""""""]"
"12,ICD10:L92.3","[""""""Foreign body granuloma of skin and subcutaneous tissue""""""]"
"12,ICD10_CM:L92.3","[""""""Foreign body granuloma of the skin and subcutaneous tissue""""""]"
"13,MeSH:D006049","[""""""Gold Isotopes""""""]"
"13,PharmGKB:PA449798","[""""""gold preparations""""""]"
"13,MeSH:D015020","[""""""Yttrium Isotopes""""""]"
"14,ICD10:D73.4","[""""""Cyst of spleen""""""]"
"14,ICD10_CM:D73.4","[""""""Cyst of spleen""""""]"
"15,MeSH:D006086","[""""""Graft-vs-Host Disease"""""",""""""Runt Disease"""""",""""""Graft vs Host Disease"""""",""""""Homologous Wasting Disease"""""",""""""Graft-Versus-Host Disease""""""]"
"15,PharmGKB:PA444320","[""""""Graft-vs-Host Disease"""""",""""""Runt Disease"""""",""""""Diseases, Graft-Versus-Host"""""",""""""Diseases, Graft-vs-Host"""""",""""""Graft-vs-Host Diseases"""""",""""""Graft vs Host Disease"""""",""""""Disease, Homologous Wasting"""""",""""""Graft versus host disease"""""",""""""Graft-Versus-Host Disease"""""",""""""Disease, Graft-Versus-Host"""""",""""""Homologous Wasting Disease"""""",""""""Graft-versus-host disease"""""",""""""GVHD - Graft-versus-host disease"""""",""""""Disease, Runt"""""",""""""Graft-Versus-Host Diseases"""""",""""""Graft Versus Host Disease"""""",""""""Disease, Graft-vs-Host""""""]"
"16,ICD10_CM:D76.3","[""""""Reticulohistiocytoma (giant-cell)"""""",""""""Reticulohistiocytoma (giant-cell)Sinus histiocytosis with massive lymphadenopathy"""""",""""""Sinus histiocytosis with massive lymphadenopathy"""""",""""""Other histiocytosis syndromes""""""]"
"16,ICD10:D76.3","[""""""Reticulohistiocytoma (giant-cell)"""""",""""""Sinus histiocytosis with massive lymphadenopathy"""""",""""""Xanthogranuloma"""""",""""""Other histiocytosis syndromes""""""]"
"17,ICD10_CM:A04.7","[""""""Enterocolitis due to Clostridium difficileFoodborne intoxication by Clostridium difficile"""""",""""""Pseudomembraneous colitis"""""",""""""Enterocolitis due to Clostridium difficile"""""",""""""Foodborne intoxication by Clostridium difficile""""""]"
"17,ICD10:A04.7","[""""""Pseudomembranous colitis"""""",""""""Foodborne intoxication by Clostridium difficile"""""",""""""Enterocolitis due to Clostridium difficile""""""]"
"18,ICD10_CM:C44.329","[""""""Squamous cell carcinoma of skin of other parts of face""""""]"
"18,ICD10_CM:C44.32","[""""""Squamous cell carcinoma of skin of other and unspecified parts of face""""""]"
"18,ICD10_CM:C44.31","[""""""Basal cell carcinoma of skin of other and unspecified parts of face""""""]"
"18,ICD10_CM:C44.310","[""""""Basal cell carcinoma of skin of unspecified parts of face""""""]"
"18,ICD10_CM:C44.320","[""""""Squamous cell carcinoma of skin of unspecified parts of face""""""]"
"19,ICD10_CM:S55.191","[""""""Other specified injury of radial artery at forearm level, right arm""""""]"
"19,ICD10_CM:S55.192","[""""""Other specified injury of radial artery at forearm level, left arm""""""]"
"20,MeSH:D008640","[""""""Mesenteric Lymphadenitis""""""]"
"20,DOID:50406","[""""""obsolete Yersinia pseudotuberculosis mesenteric lymphadenitis""""""]"
"21,MeSH:D007220","[""""""Industrial Waste"""""",""""""Waste, Industrial""""""]"
"21,MeSH:D006256","[""""""Hazardous Waste""""""]"
