ID,Syn
"0,ICD10:A40.8","[""""""Other streptococcal sepsis""""""]"
"0,ICD10_CM:A40.8","[""""""Other streptococcal sepsis""""""]"
"1,ICD10:Q63.2","[""""""Congenital displaced kidney"""""",""""""Malrotation of kidney"""""",""""""Ectopic kidney""""""]"
"1,ICD10_CM:Q63.2","[""""""Congenital displaced kidney"""""",""""""Ectopic kidneyMalrotation of kidney"""""",""""""Malrotation of kidney"""""",""""""Ectopic kidney""""""]"
"2,ICD10_CM:K00","[""""""Disorders of tooth development and eruption"""""",""""""embedded and impacted teeth""""""]"
"2,ICD10_CM:M26.3","[""""""embedded and impacted teeth"""""",""""""Anomalies of tooth position of fully erupted tooth or teeth""""""]"
"2,ICD10_CM:M26.39","[""""""Other anomalies of tooth position of fully erupted tooth or teeth""""""]"
"2,ICD10:K00","[""""""Disorders of tooth development and eruption"""""",""""""embedded and impacted teethK01.-""""""]"
"2,ICD10_CM:K00.6","[""""""Neonatal toothDisturbances in tooth eruption"""""",""""""Disturbances in tooth eruption"""""",""""""Retained [persistent] primary tooth"""""",""""""Neonatal tooth""""""]"
"3,PharmGKB:PA445481","[""""""Moschcowitz syndrome"""""",""""""Moschkowitz Disease"""""",""""""Thrombopenic Purpura, Thrombotic"""""",""""""Thrombotic Thrombocytopenic Purpura"""""",""""""Purpura, Thrombotic Thrombopenic"""""",""""""Thrombotic Thrombopenic Purpura"""""",""""""Thrombocytopenic Purpura, Thrombotic"""""",""""""Disease, Moschkowitz"""""",""""""Thrombotic microangiopathy"""""",""""""Purpura, Thrombotic Thrombocytopenic""""""]"
"3,MeSH:D011697","[""""""Schulman-Upshaw Syndrome"""""",""""""Moschcowitz Disease"""""",""""""Thrombotic Thrombocytopenic Purpura, Familial"""""",""""""Upshaw Factor, Deficiency of"""""",""""""Microangiopathic Hemolytic Anemia, Congenital"""""",""""""Thrombotic Microangiopathy, Familial"""""",""""""Moschkowitz Disease"""""",""""""Thrombotic Thrombocytopenic Purpura, Congenital"""""",""""""Familial Thrombotic Thrombocytopenia Purpura"""""",""""""Purpura, Thrombotic Thrombopenic"""""",""""""Thrombotic Thrombocytopenic Purpura"""""",""""""Familial Thrombotic Thrombocytopenic Purpura"""""",""""""Purpura, Thrombotic Thrombocytopenic"""""",""""""Congenital Thrombotic Thrombocytopenic Purpura"""""",""""""Upshaw-Schulman Syndrome""""""]"
