ID,Syn
"0,ICD10_CM:I95","[""""""cardiovascular collapse"""""",""""""Hypotension"""""",""""""maternal hypotension syndrome""""""]"
"0,ICD10_CM:R57.9","[""""""Shock, unspecified"""""",""""""Failure of peripheral circulation NOS""""""]"
"0,ICD10_CM:R03.1","[""""""hypotension"""""",""""""maternal hypotension syndrome"""""",""""""Nonspecific low blood-pressure reading"""""",""""""neurogenic orthostatic hypotension""""""]"
"0,ICD10:R57.9","[""""""Shock, unspecified"""""",""""""Failure of peripheral circulation NOS""""""]"
"1,ICD10_CM:I63.212","[""""""Cerebral infarction due to unspecified occlusion or stenosis of left vertebral artery""""""]"
"1,ICD10_CM:I63.542","[""""""Cerebral infarction due to unspecified occlusion or stenosis of left cerebellar artery""""""]"
"2,ICD10_CM:P14.3","[""""""Other brachial plexus birth injuries""""""]"
"2,ICD10:P14.3","[""""""Other brachial plexus birth injuries""""""]"
"3,MeSH:D005790","[""""""General Adaptation Syndrome""""""]"
"3,PharmGKB:PA165109190","[""""""General adaptation syndrome""""""]"
"4,ICD10_CM:T55.1X","[""""""Toxic effect of detergents""""""]"
"4,ICD10_CM:T55.1","[""""""Toxic effect of detergents""""""]"
"5,ICD10_CM:P28.5","[""""""Respiratory failure of newborn"""""",""""""respiratory arrest of newborn"""""",""""""respiratory distress of newborn""""""]"
"5,ICD10_CM:P28.81","[""""""Respiratory arrest of newborn""""""]"
"5,ICD10_CM:P22","[""""""respiratory arrest of newborn"""""",""""""Respiratory distress of newborn"""""",""""""respiratory failure of newborn NOS""""""]"
"6,ICD10:J01.2","[""""""Acute ethmoidal sinusitis""""""]"
"6,ICD10_CM:J01.2","[""""""Acute ethmoidal sinusitis""""""]"
"7,MeSH:D005889","[""""""Atrophy of Gingiva"""""",""""""Gingival Recession"""""",""""""Gingival Atrophy""""""]"
"7,PharmGKB:PA165109037","[""""""Gingival recession NOS""""""]"
"8,ICD10_CM:A51.2","[""""""Primary syphilis of other sites""""""]"
"8,ICD10:A51.2","[""""""Primary syphilis of other sites""""""]"
"9,ICD10:J12.0","[""""""Adenoviral pneumonia""""""]"
"9,ICD10_CM:J12.0","[""""""Adenoviral pneumonia""""""]"
"10,ICD10_CM:T60.0","[""""""Toxic effect of organophosphate and carbamate insecticides""""""]"
"10,ICD10_CM:T57.1","[""""""Toxic effect of phosphorus and its compounds"""""",""""""organophosphate insecticides""""""]"
"10,ICD10_CM:T60.0X","[""""""Toxic effect of organophosphate and carbamate insecticides""""""]"
"11,ICD10_CM:P25.1","[""""""Pneumothorax originating in the perinatal period""""""]"
"11,ICD10:P25.1","[""""""Pneumothorax originating in the perinatal period""""""]"
"12,ICD10_CM:A54.01","[""""""Gonococcal cystitis and urethritis, unspecified""""""]"
"12,ICD10_CM:A59.03","[""""""Trichomonal cystitis and urethritis""""""]"
"12,ICD10_CM:N37","[""""""Urethral disorders in diseases classified elsewhere"""""",""""""gonorrhea"""""",""""""syphilis"""""",""""""tuberculosis""""""]"
"13,ICD10:J12.9","[""""""Viral pneumonia, unspecified""""""]"
"13,ICD10_CM:J12.9","[""""""Viral pneumonia, unspecified""""""]"
"14,ICD10_CM:A54.6","[""""""Gonococcal infection of anus and rectum""""""]"
"14,ICD10:A54.6","[""""""Gonococcal infection of anus and rectum""""""]"
"14,MeSH:D019111","[""""""Condoms, Female"""""",""""""Female Condom"""""",""""""Female Condoms""""""]"
"15,ICD10:A58","[""""""Donovanosis"""""",""""""Granuloma inguinale""""""]"
"15,ICD10_CM:A58","[""""""Donovanosis"""""",""""""Granuloma inguinale""""""]"
"16,ICD10_CM:J20.4","[""""""Acute bronchitis due to parainfluenza virus""""""]"
"16,ICD10:J20.4","[""""""Acute bronchitis due to parainfluenza virus""""""]"
"17,PharmGKB:PA451627","[""""""Testosterone Enanthate"""""",""""""Trans-Testosterone"""""",""""""TES"""""",""""""Testosteron"""""",""""""Testostosterone"""""",""""""Testosterona [INN-Spanish]"""""",""""""Testosterone Cypionate"""""",""""""Dea No. 4000"""""",""""""testosterone"""""",""""""Testosterone Hydrate"""""",""""""Testosteronum [INN-Latin]""""""]"
"17,PharmGKB:PA165958383","[""""""methyltestosterone"""""",""""""17-methyltestosterone"""""",""""""17alpha-methyltestosterone"""""",""""""17alpha-methyl-delta4-androsten-17beta-ol-3-one""""""]"
"18,ICD10_CM:A66.8","[""""""Latent yaws"""""",""""""Yaws without clinical manifestations, with positive serology""""""]"
"18,ICD10:A66.8","[""""""Latent yaws"""""",""""""Yaws without clinical manifestations, with positive serology""""""]"
"19,PharmGKB:PA166164918","[""""""olanzapine 10-n-glucuronide""""""]"
"19,PharmGKB:PA166164919","[""""""olanzapine 4-n-glucuronide""""""]"
"20,ICD10_CM:J30.2","[""""""Other seasonal allergic rhinitis""""""]"
"20,ICD10:J30.2","[""""""Other seasonal allergic rhinitis""""""]"
"21,ICD10:P39","[""""""Other infections specific to the perinatal period""""""]"
"21,ICD10_CM:P39","[""""""Other infections specific to the perinatal period""""""]"
"22,ICD10_CM:T62.8","[""""""Toxic effect of other specified noxious substances eaten as food""""""]"
"22,ICD10_CM:T62.8X","[""""""Toxic effect of other specified noxious substances eaten as food""""""]"
"23,MeSH:D006212","[""""""Hallucinations, Kinesthetic"""""",""""""Hallucinations, Gustatory"""""",""""""Hallucinations, Internal Body Sensation"""""",""""""Hallucinations, Dissociative"""""",""""""Hallucinations, Mood Incongruent"""""",""""""Hallucinations, Hypnagogic"""""",""""""Hallucinations"""""",""""""Hallucination of Body Sensation"""""",""""""Hallucinations, Hypnapompic"""""",""""""Hallucinations, Somatic"""""",""""""Hallucinations, Tactile"""""",""""""Hallucinations, Reflex"""""",""""""Hallucinations, Elementary"""""",""""""Hallucinations, Visual"""""",""""""Hallucinations, Auditory"""""",""""""Hallucinations, Sensory"""""",""""""Hallucinations, Mood Congruent""""""]"
"23,PharmGKB:PA444339","[""""""[D]Hallucinations"""""",""""""Hallucinations, Visual, Formed"""""",""""""Tactile Hallucination"""""",""""""Auditory Hallucination, Verbal"""""",""""""Hallucinations, Kinesthetic"""""",""""""Auditory Hallucinations, Verbal"""""",""""""Hallucinations, Somatic"""""",""""""Hallucinations, Olfactory"""""",""""""Hallucination, Reflex"""""",""""""Mood Incongruent Hallucination"""""",""""""Auditory Hallucinations"""""",""""""Hypnapompic Hallucinations"""""",""""""Hallucinations, Hypnapompic"""""",""""""Elementary Hallucination"""""",""""""Dissociative Hallucination"""""",""""""Hallucinations, Hypnagogic"""""",""""""Hallucinations"""""",""""""Hallucination of Body Sensation"""""",""""""Kinesthetic Hallucinations"""""",""""""Kinesthetic Hallucination"""""",""""""Sensory Hallucinations"""""",""""""Hallucination, Somatic"""""",""""""Hypnapompic Hallucination"""""",""""""Reflex Hallucinations"""""",""""""Organic Hallucination"""""",""""""Somatic Hallucinations"""""",""""""Hallucination, Tactile"""""",""""""Hallucinations, Internal Body Sensation"""""",""""""Mood Congruent Hallucination"""""",""""""Hallucination, Visual"""""",""""""Tactile Hallucinations"""""",""""""Hallucinations, Organic"""""",""""""Body Sensation Hallucination"""""",""""""Hallucination, Mood Congruent"""""",""""""Hallucinations, Visual"""""",""""""Reflex Hallucination"""""",""""""Hallucinations, Verbal Auditory"""""",""""""Mood Incongruent Hallucinations"""""",""""""Hallucination, Dissociative"""""",""""""Hallucination, Hypnapompic"""""",""""""Hallucination, Sensory"""""",""""""Hallucination, Organic"""""",""""""Sensory Hallucination"""""",""""""Hallucination, Mood Incongruent"""""",""""""Hallucinations, Visual, Unformed"""""",""""""Hallucinations, Dissociative"""""",""""""Visual Hallucination"""""",""""""Visual Hallucinations"""""",""""""Hallucinations, Formed, of People"""""",""""""Hallucinations, Mood Congruent"""""",""""""Olfactory Hallucinations"""""",""""""Body Sensation Hallucinations"""""",""""""Hallucination"""""",""""""Verbal Auditory Hallucination"""""",""""""Gustatory Hallucinations"""""",""""""Hallucinations, Sensory"""""",""""""Hallucination, Kinesthetic"""""",""""""Hallucinations, Mood Incongruent"""""",""""""Hallucination, Auditory"""""",""""""Hallucinations, Tactile"""""",""""""Hallucination, Hypnagogic"""""",""""""Hallucinations, Elementary"""""",""""""Hallucination, Gustatory"""""",""""""Hallucinations, Gustatory"""""",""""""Hallucinations, Reflex"""""",""""""Somatic Hallucination"""""",""""""Hallucination, Verbal Auditory"""""",""""""Olfactory Hallucination"""""",""""""Gustatory Hallucination"""""",""""""Verbal Auditory Hallucinations"""""",""""""Elementary Hallucinations"""""",""""""Mood Congruent Hallucinations"""""",""""""Hallucination, Olfactory"""""",""""""Organic Hallucinations"""""",""""""Hallucination, Elementary"""""",""""""Hypnagogic Hallucination"""""",""""""Dissociative Hallucinations"""""",""""""Auditory Hallucination"""""",""""""Hallucinations, Auditory"""""",""""""Hypnagogic Hallucinations""""""]"
"24,ICD10:J34.1","[""""""Cyst and mucocele of nose and nasal sinus""""""]"
"24,ICD10_CM:J34.1","[""""""Cyst and mucocele of nose and nasal sinus""""""]"
"25,ICD10:G70.0","[""""""Myasthenia gravis""""""]"
"25,DOID:437","[""""""myasthenia gravis""""""]"
"25,ICD10_CM:P94.0","[""""""myasthenia gravis"""""",""""""Transient neonatal myasthenia gravis""""""]"
"25,ICD10_CM:G70.0","[""""""Myasthenia gravis""""""]"
"26,MeSH:D007220","[""""""Industrial Waste"""""",""""""Waste, Industrial""""""]"
"26,MeSH:D006256","[""""""Hazardous Waste""""""]"
"27,ICD10:P58.2","[""""""Neonatal jaundice due to infection""""""]"
"27,ICD10_CM:P58.2","[""""""Neonatal jaundice due to infection""""""]"
