ID,Syn
"0,ICD10_CM:R94","[""""""Abnormal results of function studies""""""]"
"0,ICD10:R94.5","[""""""Abnormal results of liver function studies""""""]"
"0,ICD10_CM:R94.5","[""""""Abnormal results of liver function studies""""""]"
"1,ICD10_CM:E76.9","[""""""Glucosaminoglycan metabolism disorder, unspecified""""""]"
"1,ICD10:E76.9","[""""""Disorder of glucosaminoglycan metabolism, unspecified""""""]"
"2,ICD10:B46.8","[""""""Entomophthoromycosis"""""",""""""Other zygomycoses""""""]"
"2,ICD10_CM:B46.8","[""""""Other zygomycoses"""""",""""""Entomophthoromycosis""""""]"
"3,MeSH:D009295","[""""""Nasal Bone"""""",""""""Nasal Bones""""""]"
"3,MeSH:D050276","[""""""Bones of Hands"""""",""""""Bones of Hand"""""",""""""Hand Bones""""""]"
"4,ICD10_CM:M70.849","[""""""Other soft tissue disorders related to use, overuse and pressure, unspecified hand""""""]"
"4,ICD10_CM:M70.922","[""""""Unspecified soft tissue disorder related to use, overuse and pressure, left upper arm""""""]"
"4,ICD10_CM:M70.942","[""""""Unspecified soft tissue disorder related to use, overuse and pressure, left hand""""""]"
"4,ICD10_CM:M70.941","[""""""Unspecified soft tissue disorder related to use, overuse and pressure, right hand""""""]"
"4,ICD10_CM:M70.949","[""""""Unspecified soft tissue disorder related to use, overuse and pressure, unspecified hand""""""]"
"4,ICD10_CM:M70.94","[""""""Unspecified soft tissue disorder related to use, overuse and pressure of hand""""""]"
"5,ICD10_CM:S00.409","[""""""Unspecified superficial injury of unspecified ear""""""]"
"5,ICD10_CM:S00.40","[""""""Unspecified superficial injury of ear""""""]"
"6,ICD10_CM:L10.5","[""""""Drug-induced pemphigus""""""]"
"6,ICD10:L10.5","[""""""Drug-induced pemphigus""""""]"
"7,ICD10_CM:S06.346","[""""""Traumatic hemorrhage of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving""""""]"
"7,ICD10_CM:S06.356","[""""""Traumatic hemorrhage of left cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving""""""]"
"8,ICD10_CM:S00.85","[""""""Superficial foreign body of other part of head"""""",""""""Splinter in other part of head""""""]"
"8,ICD10_CM:S01.84","[""""""Puncture wound with foreign body of other part of head""""""]"
"9,PharmGKB:PA445068","[""""""Glandular Epithelial Neoplasm"""""",""""""Glandular Neoplasms"""""",""""""Glandular and Epithelial Neoplasms"""""",""""""Neoplasm, Epithelial"""""",""""""Epithelial Neoplasm, Glandular"""""",""""""Glandular Epithelial Neoplasms"""""",""""""Glandular Neoplasm"""""",""""""Neoplasms, Glandular and Epithelial"""""",""""""Epithelial Neoplasm"""""",""""""Neoplasm, Glandular"""""",""""""Neoplasm, Glandular Epithelial"""""",""""""Neoplasms, Epithelial"""""",""""""Neoplasms, Glandular"""""",""""""Neoplasms, Glandular Epithelial"""""",""""""Epithelial Neoplasms, Glandular"""""",""""""Epithelial Neoplasms""""""]"
"9,MeSH:D009375","[""""""Glandular Neoplasms"""""",""""""Glandular and Epithelial Neoplasms"""""",""""""Neoplasms, Glandular and Epithelial"""""",""""""Neoplasms, Glandular"""""",""""""Neoplasms, Epithelial"""""",""""""Neoplasms, Glandular Epithelial"""""",""""""Epithelial Neoplasms""""""]"
"10,ICD10_CM:S63.415","[""""""Traumatic rupture of collateral ligament of left ring finger at metacarpophalangeal and interphalangeal joint""""""]"
"10,ICD10_CM:S63.417","[""""""Traumatic rupture of collateral ligament of left little finger at metacarpophalangeal and interphalangeal joint""""""]"
"11,ICD10_CM:S63.421","[""""""Traumatic rupture of palmar ligament of left index finger at metacarpophalangeal and interphalangeal joint""""""]"
"11,ICD10_CM:S63.420","[""""""Traumatic rupture of palmar ligament of right index finger at metacarpophalangeal and interphalangeal joint""""""]"
"12,ICD10_CM:B58.89","[""""""Toxoplasmosis with other organ involvement""""""]"
"12,ICD10_CM:B58.8","[""""""Toxoplasmosis with other organ involvement""""""]"
"13,ICD10_CM:T53.0X1","[""""""Toxic effect of carbon tetrachloride, accidental (unintentional)"""""",""""""Toxic effects of carbon tetrachloride NOS""""""]"
"13,ICD10_CM:T59.7X1","[""""""Toxic effect of carbon dioxide, accidental (unintentional)"""""",""""""Toxic effect of carbon dioxide NOS""""""]"
"14,ICD10:B67.5","[""""""Echinococcus multilocularis infection of liver""""""]"
"14,ICD10_CM:B67.5","[""""""Echinococcus multilocularis infection of liver""""""]"
"15,ICD10_CM:B68.0","[""""""Pork tapeworm (infection)"""""",""""""Taenia solium taeniasis""""""]"
"15,ICD10:B68.0","[""""""Pork tapeworm (infection)"""""",""""""Taenia solium taeniasis""""""]"
"16,PharmGKB:PA445135","[""""""Disease, Occupational"""""",""""""Occupational Disease"""""",""""""Diseases, Occupational"""""",""""""Occupational Diseases"""""",""""""Occupational disorder""""""]"
"16,MeSH:D009784","[""""""Occupational Diseases"""""",""""""Occupational Illnesses"""""",""""""Diseases, Occupational""""""]"
"17,ICD10_CM:S06.3","[""""""Focal traumatic brain injury"""""",""""""focal cerebral edema""""""]"
"17,ICD10_CM:S06.1","[""""""Focal traumatic cerebral edema"""""",""""""Focal traumatic cerebral edemaDiffuse traumatic cerebral edema"""""",""""""Diffuse traumatic cerebral edema"""""",""""""Traumatic cerebral edema""""""]"
"18,ICD10_CM:B74.2","[""""""Filariasis due to Brugia timori""""""]"
"18,ICD10:B74.2","[""""""Filariasis due to Brugia timori""""""]"
"19,ICD10_CM:B74.8","[""""""Other filariases"""""",""""""Dirofilariasis""""""]"
"19,ICD10:B74.8","[""""""Other filariases"""""",""""""Dirofilariasis""""""]"
"20,ICD10_CM:L41.0","[""""""Pityriasis lichenoides et varioliformis acuta"""""",""""""Mucha-Habermann disease""""""]"
"20,ICD10:L41.0","[""""""Pityriasis lichenoides et varioliformis acuta"""""",""""""Mucha-Habermann disease""""""]"
"21,ICD10_CM:M08","[""""""Juvenile arthritis"""""",""""""Felty's syndrome"""""",""""""juvenile dermatomyositis"""""",""""""arthropathy in Whipple's disease""""""]"
"21,ICD10_CM:L40.54","[""""""Psoriatic juvenile arthropathy""""""]"
"22,PharmGKB:PA445150","[""""""Inflammatory disorder of the eye"""""",""""""Endophthalmitis"""""",""""""Ophthalmias"""""",""""""Endophthalmitides"""""",""""""Endophthalmitis, NOS"""""",""""""Ophthalmia"""""",""""""Ophthalmitis""""""]"
"22,MeSH:D009877","[""""""Infectious Endophthalmitis"""""",""""""Endophthalmitis"""""",""""""Ophthalmia""""""]"
"23,PharmGKB:PA445153","[""""""Ophthalmoplegia, External"""""",""""""Ophthalmoplegias, Internal"""""",""""""Internal Ophthalmoplegias"""""",""""""External Ophthalmoplegias"""""",""""""Ophthalmoplegia"""""",""""""Ophthalmoplegia, NOS"""""",""""""Ophthalmoparesis"""""",""""""Oculomotor Paralysis"""""",""""""Ophthalmoplegia, Internal"""""",""""""Internal Ophthalmoplegia"""""",""""""External Ophthalmoplegia"""""",""""""Ophthalmoplegias"""""",""""""Ophthalmoplegias, External"""""",""""""Paralysis, Oculomotor"""""",""""""Ophthalmopareses""""""]"
"23,MeSH:D009886","[""""""Ophthalmoplegia"""""",""""""Ophthalmoparesis"""""",""""""Oculomotor Paralysis"""""",""""""Internal Ophthalmoplegia"""""",""""""External Ophthalmoplegia""""""]"
"24,ICD10_CM:S06.368","[""""""Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of any duration with death due to other cause prior to regaining consciousness""""""]"
"24,ICD10_CM:S06.358","[""""""Traumatic hemorrhage of left cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness""""""]"
"24,ICD10_CM:S06.348","[""""""Traumatic hemorrhage of right cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness""""""]"
"25,ICD10_CM:B81.2","[""""""Trichostrongyliasis""""""]"
"25,ICD10_CM:B78","[""""""trichostrongyliasis"""""",""""""Strongyloidiasis""""""]"
"25,ICD10:B81.2","[""""""Trichostrongyliasis""""""]"
