ID,Syn
"0,ICD10_CM:K08.133","[""""""Complete loss of teeth due to caries, class III""""""]"
"0,ICD10_CM:K08.132","[""""""Complete loss of teeth due to caries, class II""""""]"
"0,ICD10_CM:K08.112","[""""""Complete loss of teeth due to trauma, class II""""""]"
"0,ICD10_CM:K08.134","[""""""Complete loss of teeth due to caries, class IV""""""]"
"0,ICD10_CM:K08.113","[""""""Complete loss of teeth due to trauma, class III""""""]"
"1,MeSH:D005923","[""""""Glomerulosclerosis, Focal"""""",""""""Hyalinosis, Segmental Glomerular"""""",""""""Hyalinosis, Segmental"""""",""""""Focal Segmental Glomerulosclerosis"""""",""""""Segmental Glomerular Hyalinosis"""""",""""""Glomerulosclerosis, Focal Segmental"""""",""""""Glomerulonephritis, Focal Sclerosing""""""]"
"1,PharmGKB:PA444289","[""""""Hyalinoses, Segmental"""""",""""""Focal glomerular sclerosis"""""",""""""FSGS - Focal segmental glomerulosclerosis"""""",""""""Glomeruloscleroses, Focal"""""",""""""Glomerulosclerosis, Focal"""""",""""""Segmental Hyalinosis"""""",""""""Glomerulonephritides, Focal Sclerosing"""""",""""""Focal Sclerosing Glomerulonephritides"""""",""""""Glomerulosclerosis, Focal Segmental"""""",""""""Focal Glomerulosclerosis"""""",""""""FGS - Focal glomerulosclerosis"""""",""""""Focal glomerulosclerosis"""""",""""""Glomerulonephritis, Focal Sclerosing"""""",""""""Focal Glomeruloscleroses"""""",""""""Hyalinosis, Segmental"""""",""""""Focal segmental glomerulosclerosis"""""",""""""Sclerosing Glomerulonephritis, Focal"""""",""""""Focal Sclerosing Glomerulonephritis"""""",""""""Sclerosing Glomerulonephritides, Focal"""""",""""""Segmental Hyalinoses""""""]"
"2,ICD10:K11.9","[""""""Sialoadenopathy NOS"""""",""""""Disease of salivary gland, unspecified""""""]"
"2,ICD10_CM:K11.9","[""""""Sialoadenopathy NOS"""""",""""""Disease of salivary gland, unspecified""""""]"
"3,PharmGKB:PA449466","[""""""ephedrine""""""]"
"3,PharmGKB:PA451170","[""""""pseudoephedrine""""""]"
"4,PharmGKB:PA451835","[""""""Follitropin beta chain precursor"""""",""""""FSH-B"""""",""""""FSH-beta"""""",""""""Follicle-stimulating hormone beta subunit"""""",""""""urofollitropin""""""]"
"4,PharmGKB:PA449693","[""""""Follitropin beta chain precursor"""""",""""""FSH-B"""""",""""""follitropin beta"""""",""""""Follitropin alfa/beta"""""",""""""FSH-beta"""""",""""""Follicle-stimulating hormone beta subunit""""""]"
"4,PharmGKB:PA164746560","[""""""Follitropin beta chain precursor"""""",""""""FSH-B"""""",""""""thyrotropin alfa"""""",""""""FSH-beta"""""",""""""Follicle-stimulating hormone beta subunit""""""]"
"5,ICD10_CM:K21.0","[""""""Gastro-esophageal reflux disease with esophagitis"""""",""""""Reflux esophagitis""""""]"
"5,ICD10_CM:K20","[""""""eosinophilic gastritis or gastroenteritis"""""",""""""Esophagitis"""""",""""""esophagitis with gastro-esophageal reflux disease"""""",""""""ulcerative esophagitis""""""]"
"6,ICD10_CM:B16.9","[""""""Acute hepatitis B without delta-agent and without hepatic coma"""""",""""""Hepatitis B (acute) (viral) NOS""""""]"
"6,ICD10:B16.9","[""""""Acute hepatitis B without delta-agent and without hepatic coma"""""",""""""Acute hepatitis B (viral) NOS""""""]"
"6,ICD10:B16.2","[""""""Acute hepatitis B without delta-agent with hepatic coma""""""]"
"6,ICD10_CM:B16.2","[""""""Acute hepatitis B without delta-agent with hepatic coma""""""]"
"6,ICD10_CM:B16.1","[""""""Acute hepatitis B with delta-agent without hepatic coma""""""]"
"7,ICD10_CM:T76.12","[""""""Child physical abuse, suspected""""""]"
"7,ICD10_CM:T74.22","[""""""Child sexual abuse, confirmed""""""]"
"7,ICD10_CM:Z62.810","[""""""Personal history of physical and sexual abuse in childhood"""""",""""""current child physical abuse"""""",""""""current child sexual abuse""""""]"
"7,ICD10_CM:T76.22","[""""""Child sexual abuse, suspected""""""]"
"8,ICD10:B18.9","[""""""Chronic viral hepatitis, unspecified""""""]"
"8,ICD10_CM:B18","[""""""Chronic viral hepatitis""""""]"
"8,ICD10:B18.8","[""""""Other chronic viral hepatitis""""""]"
"8,ICD10:B18","[""""""Chronic viral hepatitis""""""]"
"9,PharmGKB:PA444332","[""""""Gynecomazia"""""",""""""Hypertrophy of male breast"""""",""""""Gynaecomastia"""""",""""""Gynecomastia"""""",""""""Gynaecomazia""""""]"
"9,MeSH:D006177","[""""""Male Breast Enlargement"""""",""""""Newborn Gynecomastia"""""",""""""Infant Gynecomastia"""""",""""""Gynecomastia"""""",""""""Adolescent Gynecomastia""""""]"
"10,ICD10_CM:Q39.9","[""""""Congenital malformation of esophagus, unspecified""""""]"
"10,ICD10_CM:Q39","[""""""Congenital malformations of esophagus""""""]"
"11,PharmGKB:PA444341","[""""""Hamartoma"""""",""""""Hamartoma, NOS"""""",""""""Hamartomas""""""]"
"11,MeSH:D006222","[""""""Hamartoma""""""]"
"12,ICD10:K29.8","[""""""Duodenitis""""""]"
"12,ICD10_CM:K29.8","[""""""Duodenitis""""""]"
"13,DOID:50237","[""""""obsolete Euglenozoa infectious disease""""""]"
"13,DOID:3820","[""""""chlamydiaceae infection"""""",""""""obsolete primary Chlamydiaceae infectious disease""""""]"
"13,DOID:3056","[""""""obsolete Paramyxoviridae infectious disease""""""]"
"13,DOID:50300","[""""""obsolete Deltavirus infectious disease""""""]"
"13,DOID:50236","[""""""obsolete Heterolobosea infectious disease""""""]"
"13,DOID:2946","[""""""obsolete coronavirus infectious disease""""""]"
"14,ICD10_CM:T81.5","[""""""Complications of foreign body accidentally left in body following procedure""""""]"
"14,ICD10_CM:T81.598","[""""""Other complications of foreign body accidentally left in body following other procedure""""""]"
"15,DOID:4274","[""""""obsolete Pestivirus infectious disease""""""]"
"15,DOID:50239","[""""""obsolete Fornicata infectious disease""""""]"
"15,DOID:457","[""""""obsolete Ascaridida infectious disease""""""]"
"15,DOID:50243","[""""""obsolete Apicomplexa infectious disease""""""]"
"16,ICD10_CM:K41.10","[""""""Bilateral femoral hernia, with gangrene, not specified as recurrent"""""",""""""Bilateral femoral hernia, with gangrene NOS""""""]"
"16,ICD10_CM:K40.10","[""""""Bilateral inguinal hernia, with gangrene, not specified as recurrent"""""",""""""Bilateral inguinal hernia, with gangrene NOS""""""]"
"16,ICD10_CM:K41.20","[""""""Bilateral femoral hernia NOS"""""",""""""Bilateral femoral hernia, without obstruction or gangrene, not specified as recurrent""""""]"
"16,ICD10_CM:K41.00","[""""""Bilateral femoral hernia, with obstruction, without gangrene, not specified as recurrent"""""",""""""Bilateral femoral hernia, with obstruction, without gangrene NOS""""""]"
"17,DOID:2880","[""""""obsolete Hantavirus infectious disease""""""]"
"17,DOID:11264","[""""""obsolete Chlamydophila infectious disease""""""]"
"18,ICD10:Q44.0","[""""""Congenital absence of gallbladder"""""",""""""Agenesis, aplasia and hypoplasia of gallbladder""""""]"
"18,ICD10_CM:Q44.0","[""""""Congenital absence of gallbladder"""""",""""""Agenesis, aplasia and hypoplasia of gallbladder""""""]"
"19,ICD10_CM:G90.1","[""""""Familial dysautonomia [Riley-Day]""""""]"
"19,ICD10:G90.1","[""""""Familial dysautonomia [Riley-Day]""""""]"
"20,ICD10_CM:T81.531","[""""""Perforation due to foreign body accidentally left in body following infusion or transfusion""""""]"
"20,ICD10_CM:T81.535","[""""""Perforation due to foreign body accidentally left in body following heart catheterization""""""]"
"21,ICD10:K43.2","[""""""Incisional hernia without obstruction or gangrene"""""",""""""Incisional hernia NOS""""""]"
"21,ICD10_CM:K43.2","[""""""Incisional hernia without obstruction or gangrene"""""",""""""Incisional hernia NOS""""""]"
"22,PharmGKB:PA444386","[""""""[M]Hemangioendothelioma"""""",""""""Haemangioendothelioma"""""",""""""Kaposiform hemangioendothelioma"""""",""""""Hemangioendotheliomas"""""",""""""Hemangioendothelioma""""""]"
"22,MeSH:D006390","[""""""Hemangioendothelioma"""""",""""""Endothelioma, Vascular"""""",""""""Hemangio-Endothelioma""""""]"
"23,ICD10:B39.5","[""""""Histoplasmosis duboisii"""""",""""""African histoplasmosis""""""]"
"23,ICD10_CM:B39.5","[""""""Histoplasmosis duboisii"""""",""""""African histoplasmosis""""""]"
"24,ICD10:B39.9","[""""""Histoplasmosis, unspecified""""""]"
"24,ICD10_CM:B39.9","[""""""Histoplasmosis, unspecified""""""]"
"25,ICD10:Q52.9","[""""""Congenital malformation of female genitalia, unspecified""""""]"
"25,ICD10_CM:Q52.9","[""""""Congenital malformation of female genitalia, unspecified""""""]"
"26,MeSH:D006401","[""""""Hematological Agents"""""",""""""Hematologic Agents""""""]"
"26,PharmGKB:PA164712981","[""""""Other Hematological Agents""""""]"
"27,ICD10_CM:M05.121","[""""""Rheumatoid lung disease with rheumatoid arthritis of right elbow""""""]"
"27,ICD10_CM:M05.111","[""""""Rheumatoid lung disease with rheumatoid arthritis of right shoulder""""""]"
"27,ICD10_CM:M05.149","[""""""Rheumatoid lung disease with rheumatoid arthritis of unspecified hand""""""]"
"27,ICD10_CM:M05.161","[""""""Rheumatoid lung disease with rheumatoid arthritis of right knee""""""]"
"27,ICD10_CM:M05.1","[""""""Rheumatoid lung disease with rheumatoid arthritis""""""]"
"27,ICD10_CM:M05.131","[""""""Rheumatoid lung disease with rheumatoid arthritis of right wrist""""""]"
"27,ICD10_CM:M05.141","[""""""Rheumatoid lung disease with rheumatoid arthritis of right hand""""""]"
"27,ICD10_CM:M05.151","[""""""Rheumatoid lung disease with rheumatoid arthritis of right hip""""""]"
"28,ICD10_CM:T82.9","[""""""Unspecified complication of cardiac and vascular prosthetic device, implant and graft""""""]"
"28,ICD10_CM:T82.89","[""""""Other specified complication of cardiac and vascular prosthetic devices, implants and grafts""""""]"
"28,ICD10_CM:T82.898","[""""""Other specified complication of vascular prosthetic devices, implants and grafts""""""]"
"28,ICD10:T82.9","[""""""Unspecified complication of cardiac and vascular prosthetic device, implant and graft""""""]"
"28,ICD10_CM:T82.8","[""""""Other specified complications of cardiac and vascular prosthetic devices, implants and grafts""""""]"
"29,ICD10:Q56.0","[""""""Hermaphroditism, not elsewhere classified"""""",""""""Ovotestis""""""]"
"29,ICD10_CM:Q56.0","[""""""Hermaphroditism, not elsewhere classified"""""",""""""Ovotestis""""""]"
"30,MeSH:D010195","[""""""Pancreatitis""""""]"
"30,DOID:4989","[""""""pancreatitis""""""]"
