ID,Syn
"2,xref,DOID:40046,DOID:40056","[""""""allergic contact dermatitis to Ni"""""",""""""nickel allergic contact dermatitis""""""],[""""""chromium allergic contact dermatitis""""""]"
"2,xref,DOID:40098,DOID:14482","[""""""pemphigus gestationis""""""],[""""""pemphigoid gestationis"""""",""""""Gestational herpes"""""",""""""herpes gestationis""""""]"
"2,xref,DOID:40099,DOID:9540","[""""""livedoid vasculitis"""""",""""""livedoid vasculopathy""""""],[""""""vascular skin disease""""""]"
"2,xref,DOID:10400,DOID:50004","[""""""gonococcal seminal vesiculitis"""""",""""""Gonococcal seminal vesiculitis"""""",""""""Gonorrhea of seminal vesicle""""""],[""""""seminal vesicle acute gonorrhea""""""]"
"6,xref,DOID:13902,DOID:50133,DOID:1563,DOID:12711,DOID:8913,DOID:4336","[""""""Tinea blanca"""""",""""""White piedra"""""",""""""white piedra""""""],[""""""piedra"""""",""""""Steroid-modified tinea infection"""""",""""""superficial mycosis""""""],[""""""dermatomycosis""""""],[""""""black piedra""""""],[""""""dermatophytosis""""""],[""""""favus"""""",""""""tinea favosa""""""]"
"2,xref,DOID:50138,DOID:4976","[""""""podoconiosis""""""],[""""""elephantiasis"""""",""""""Elephantiasis""""""]"
"2,xref,DOID:50152,DOID:3240","[""""""aspiration pneumonia""""""],[""""""aspiration pneumonitis"""""",""""""Chemical pneumonitis"""""",""""""Mendelson's Syndrome""""""]"
"4,xref,DOID:3770,DOID:2800,DOID:50156,DOID:2797","[""""""pulmonary fibrosis"""""",""""""Fibrosis of lung""""""],[""""""Hamman-Rich disease"""""",""""""acute interstitial pneumonia"""""",""""""AIP"""""",""""""Idiopathic pulmonary fibrosis, acute fatal form"""""",""""""accelerated interstitial pneumonia"""""",""""""Hamman-Rich syndrome""""""],[""""""idiopathic pulmonary fibrosis"""""",""""""cryptogenic fibrosing alveolitis"""""",""""""IDIOPATHIC PULMONARY FIBROSIS, FAMILIAL"""""",""""""FIBROCYSTIC PULMONARY DYSPLASIA""""""],[""""""Diffuse idiopathic pulmonary fibrosis"""""",""""""idiopathic interstitial pneumonia"""""",""""""IPF"""""",""""""Idiopathic fibrosing alveolitis""""""]"
"2,xref,DOID:50161,DOID:974","[""""""lower respiratory tract disease""""""],[""""""upper respiratory tract disease""""""]"
"2,xref,DOID:2148,DOID:50166","[""""""tuberculous oophoritis""""""],[""""""tuberculous salpingitis""""""]"
"8,xref,DOID:70127,DOID:70128,DOID:50328,DOID:70125,DOID:70126,DOID:70123,DOID:111140,DOID:70124","[""""""CHNG3"""""",""""""congenital nongoitrous hypothyroidism 3""""""],[""""""congenital nongoitrous hypothyroidism 6"""""",""""""CHNG6""""""],[""""""congenital hypothyroidism""""""],[""""""CHNG5"""""",""""""congenital nongoitrous hypothyroidism 5""""""],[""""""congenital nongoitrous hypothyroidism 1"""""",""""""TSH resistance"""""",""""""CHNG1""""""],[""""""congenital nongoitrous hypothyroidism 4"""""",""""""CHNG4"""""",""""""isolated thyrotropin deficiency""""""],[""""""central hypothyroidism and testicular enlargement"""""",""""""CHTE"""""",""""""IGSF1 deficiency syndrome"""""",""""""X-linked central congenital hypothyroidism with late-onset testicular enlargement"""""",""""""X-linked central congenital hypothyroidism with late-onset macroorchidism""""""],[""""""congenital hypothyroidism due to thyroid dysgenesis or hypoplasia"""""",""""""congenital nongoitrous hypothyroidism 2"""""",""""""CHNG2""""""]"
"9,xref,DOID:110843,DOID:50427,DOID:110846,DOID:110845,DOID:110844,DOID:110847,DOID:110850,DOID:110849,DOID:110848","[""""""xeroderma pigmentosum group A"""""",""""""xeroderma pigmentosum complementation group A"""""",""""""xeroderma pigmentosum 1"""""",""""""XP1"""""",""""""XPA"""""",""""""XP group A""""""],[""""""xeroderma pigmentosum""""""],[""""""xeroderma pigmentosum group E"""""",""""""XPE"""""",""""""XP5"""""",""""""xeroderma pigmentosum V"""""",""""""XP group E""""""],[""""""XP4"""""",""""""XPD"""""",""""""XP8"""""",""""""XP group D"""""",""""""xeroderma pigmentosum group D"""""",""""""XP group H""""""],[""""""XP group C"""""",""""""XP3"""""",""""""XPC"""""",""""""xeroderma pigmentosum III"""""",""""""xeroderma pigmentosum group C"""""",""""""XPCC""""""],[""""""XPV"""""",""""""photosensitivity with defective DNA synthesis"""""",""""""xeroderma pigmentosum variant type"""""",""""""xeroderma pigmentosum with normal DNA repair rates""""""],[""""""XP group B"""""",""""""XPB"""""",""""""xeroderma pigmentosum group B"""""",""""""XPBC""""""],[""""""XP7"""""",""""""XP group G"""""",""""""XPG"""""",""""""xeroderma pigmentosum VII"""""",""""""xeroderma pigmentosum group G""""""],[""""""xeroderma pigmentosum VI"""""",""""""xeroderma pigmentosum group F"""""",""""""XPF"""""",""""""XP group F"""""",""""""XP6""""""]"
"2,xref,DOID:50428,DOID:3390","[""""""tylosis"""""",""""""nonepidermolytic palmoplantar keratoderma"""""",""""""diffuse nonepidermolytic palmomplantar keratoderma"""""",""""""Unna-Thost Syndrome"""""",""""""Thost-Unna Syndrome""""""],[""""""Palmoplantar Keratoderma"""""",""""""palmoplantar keratosis"""""",""""""Keratosis palmaris et plantaris""""""]"
"17,xref,DOID:70140,DOID:70136,DOID:70131,DOID:70129,DOID:50429,DOID:3144,DOID:70137,DOID:70138,DOID:70141,DOID:70142,DOID:2732,DOID:70133,DOID:70134,DOID:70135,DOID:60862,DOID:70130,DOID:70132","[""""""autosomal recessive cutis laxa type IIC""""""],[""""""ADCL2"""""",""""""autosomal dominant cutis laxa 2""""""],[""""""ADCL3"""""",""""""autosomal dominant cutis laxa 3""""""],[""""""autosomal recessive cutis laxa type IID"""""",""""""ARCL2D""""""],[""""""Pemphigus, Benign Familial"""""",""""""BENIGN CHRONIC PEMPHIGUS"""""",""""""Hailey-Hailey disease""""""],[""""""loose skin"""""",""""""cutis laxa"""""",""""""Cutis laxa""""""],[""""""ARCL2, progeroid type"""""",""""""autosomal recessive cutis laxa type IIB"""""",""""""ARCL2B""""""],[""""""autosomal recessive cutis laxa type IIIB"""""",""""""ARCL3B"""""",""""""De Barsy syndrome B""""""],[""""""ARCL2, classic type"""""",""""""autosomal recessive cutis laxa type II classic type"""""",""""""ARCL2, Debre type""""""],[""""""autosomal dominant cutis laxa"""""",""""""ADCL""""""],[""""""Rothmund-Thomson syndrome"""""",""""""Congenital poikiloderma"""""",""""""RTS""""""],[""""""ARCL1B"""""",""""""autosomal recessive cutis laxa type IB""""""],[""""""ARCL2A"""""",""""""autosomal recessive cutis laxa type IIA""""""],[""""""autosomal recessive cutis laxa type IA"""""",""""""ARCL1A""""""],[""""""mal de Meleda"""""",""""""keratosis palmoplantaris transgrediens of Siemens"""""",""""""Meleda disease"""""",""""""transgrediens palmoplantar keratoderma of Siemens""""""],[""""""autosomal dominant cutis laxa 1"""""",""""""ADCL1""""""],[""""""autosomal recessive cutis laxa type IIIA"""""",""""""ARCL3A"""""",""""""De Barsy syndrome A""""""]"
"4,xref,DOID:110828,DOID:50439,DOID:110829,DOID:110827","[""""""Usher syndrome type 3"""""",""""""USH3""""""],[""""""Usher syndrome""""""],[""""""retinitis pigmentosa-deafness syndrome""""""],[""""""Usher syndrome type 2"""""",""""""USH2""""""]"
"8,xref,DOID:811,DOID:11712,DOID:111138,DOID:111136,DOID:50440,DOID:111135,DOID:111137,DOID:70207","[""""""lipodystrophy""""""],[""""""lipoatrophic diabetes"""""",""""""lipoatrophic diabetes mellitus""""""],[""""""generalized congenital lipodystrophy type 4"""""",""""""Berardinelli-Seip congenital lipodystrophy type 4 with muscular dystrophy"""""",""""""congenital generalized lipodystrophy type 4"""""",""""""generalized congenital lipodystrophy with myopathy""""""],[""""""CGL2"""""",""""""Berardinelli-Seip congenital lipodystrophy type 2"""""",""""""Brunzell syndrome BSCL2-related"""""",""""""Berardinelli-Seip syndrome"""""",""""""congenital generalized lipodystrophy type 2""""""],[""""""familial partial lipodystrophy"""""",""""""Koberling-Dunnigan Syndrome"""""",""""""Dunnigan Syndrome""""""],[""""""Brunzell syndrome AGPAT2-related"""""",""""""congenital generalized lipodystrophy type 1"""""",""""""Berardinelli-Seip Congenital Lipodystrophy, Type 1""""""],[""""""Berardinelli-Seip congenital lipodystrophy type 3"""""",""""""congenital generalized lipodystrophy type 3""""""],[""""""FPLD1"""""",""""""familial partial lipodystrophy Kobberling type"""""",""""""familial partial lipodystrophy type 1""""""]"
"2,xref,DOID:10582,DOID:50444","[""""""Heredopathia atactica polyneuritiformis"""""",""""""HSMN IV"""""",""""""Refsum disease"""""",""""""HMSN type IV"""""",""""""Refsum's disease""""""],[""""""infantile phytanic acid storage disease"""""",""""""infantile Refsum disease""""""]"
"10,xref,DOID:110221,DOID:110225,DOID:110218,DOID:110224,DOID:110223,DOID:110220,DOID:50451,DOID:110219,DOID:110222,DOID:110226","[""""""BRGDA4"""""",""""""Brugada syndrome 4""""""],[""""""Brugada syndrome 8"""""",""""""BRGDA8""""""],[""""""Brugada syndrome 1"""""",""""""BRGDA1""""""],[""""""BRGDA7"""""",""""""Brugada syndrome 7""""""],[""""""BRGDA6"""""",""""""Brugada syndrome 6""""""],[""""""Brugada syndrome 3"""""",""""""BRGDA3""""""],[""""""Brugada type idiopathic ventricular fibrillation"""""",""""""Brugada syndrome"""""",""""""Pokkuri death syndrome"""""",""""""Dream disease"""""",""""""Bangungut""""""],[""""""BRGDA2"""""",""""""Brugada syndrome 2""""""],[""""""Brugada syndrome 5"""""",""""""BRGDA5""""""],[""""""Brugada syndrome 9"""""",""""""BRGDA9""""""]"
"2,xref,DOID:2987,DOID:50452","[""""""familial Mediterranean fever"""""",""""""benign paroxysmal peritonitis""""""],[""""""Mevalonate Kinase Deficiency"""""",""""""mevalonic aciduria""""""]"
"15,xref,DOID:60276,DOID:60269,DOID:60277,DOID:90132,DOID:90137,DOID:50777,DOID:90130,DOID:60270,DOID:60278,DOID:4626,DOID:110096,DOID:60268,DOID:60267,DOID:50453,DOID:60807","[""""""pontocerebellar hypoplasia type 7""""""],[""""""pontocerebellar hypoplasia type 2C""""""],[""""""pontocerebellar hypoplasia type 8""""""],[""""""complex cortical dysplasia with other brain malformations 7"""""",""""""CDCBM7"""""",""""""polymicrogyria due to TUBB2B mutation""""""],[""""""cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation"""""",""""""complex cortical dysplasia with other brain malformations 1"""""",""""""CDCBM1""""""],[""""""JBTS"""""",""""""Joubert syndrome""""""],[""""""CDFES"""""",""""""CDFE syndrome"""""",""""""cortical dysplasia-focal epilepsy syndrome""""""],[""""""pontocerebellar hypoplasia type 2D""""""],[""""""pontocerebellar hypoplasia type 9""""""],[""""""hydranencephaly""""""],[""""""short-rib thoracic dysplasia 14 with polydactyly"""""",""""""SRTD14""""""],[""""""pontocerebellar hypoplasia type 2B""""""],[""""""pontocerebellar hypoplasia type 2A""""""],[""""""lissencephaly""""""],[""""""mental retardation and microcephaly with pontine and cerebellar hypoplasia"""""",""""""X-linked intellectual disability-microcephaly-pontocerebellar hypoplasia syndrome"""""",""""""MICPCH"""""",""""""syndromic X-linked intellectual disability Najm type""""""]"
"2,xref,DOID:14500,DOID:50461","[""""""alpha fucosidase deficiency"""""",""""""fucosidosis"""""",""""""A-fucosidase deficiency""""""],[""""""aspartylglucosaminuria"""""",""""""ASPARTYLGLUCOSAMINIDASE DEFICIENCY"""""",""""""GLYCOSYLASPARAGINASE DEFICIENCY"""""",""""""aspartylglycosaminuria""""""]"
"3,xref,DOID:9153,DOID:50508,DOID:8736","[""""""milkpox"""""",""""""cottonpox"""""",""""""Alastrim"""""",""""""variola minor"""""",""""""Variola minor""""""],[""""""variola major""""""],[""""""smallpox"""""",""""""Ordinary smallpox""""""]"
"2,xref,DOID:50523,DOID:5603","[""""""Adult T-cell leukemia/lymphoma"""""",""""""adult T-cell leukemia""""""],[""""""acute T cell leukemia"""""",""""""Precursor T Lymphoblastic Leukemia"""""",""""""T-cell acute lymphoblastic leukemia""""""]"
"2,xref,DOID:50534,DOID:8498","[""""""congenital essential nyctalopia"""""",""""""congenital stationary night blindness""""""],[""""""Congenital night blindness"""""",""""""hereditary night blindness""""""]"
