ID,Syn
"2,xref,DOID:40056,DOID:40046","[""""""chromium allergic contact dermatitis""""""],[""""""allergic contact dermatitis to Ni"""""",""""""nickel allergic contact dermatitis""""""]"
"2,xref,DOID:14482,DOID:40098","[""""""Gestational herpes"""""",""""""herpes gestationis"""""",""""""pemphigoid gestationis""""""],[""""""pemphigus gestationis""""""]"
"2,xref,DOID:40099,DOID:9540","[""""""livedoid vasculopathy"""""",""""""livedoid vasculitis""""""],[""""""vascular skin disease""""""]"
"2,xref,DOID:50004,DOID:10400","[""""""seminal vesicle acute gonorrhea""""""],[""""""Gonorrhea of seminal vesicle"""""",""""""Gonococcal seminal vesiculitis"""""",""""""gonococcal seminal vesiculitis""""""]"
"6,xref,DOID:50133,DOID:4336,DOID:12711,DOID:13902,DOID:1563,DOID:8913","[""""""piedra"""""",""""""superficial mycosis"""""",""""""Steroid-modified tinea infection""""""],[""""""favus"""""",""""""tinea favosa""""""],[""""""black piedra""""""],[""""""white piedra"""""",""""""Tinea blanca"""""",""""""White piedra""""""],[""""""dermatomycosis""""""],[""""""dermatophytosis""""""]"
"2,xref,DOID:4976,DOID:50138","[""""""elephantiasis"""""",""""""Elephantiasis""""""],[""""""podoconiosis""""""]"
"2,xref,DOID:3240,DOID:50152","[""""""Mendelson's Syndrome"""""",""""""aspiration pneumonitis"""""",""""""Chemical pneumonitis""""""],[""""""aspiration pneumonia""""""]"
"4,xref,DOID:3770,DOID:50156,DOID:2797,DOID:2800","[""""""pulmonary fibrosis"""""",""""""Fibrosis of lung""""""],[""""""FIBROCYSTIC PULMONARY DYSPLASIA"""""",""""""cryptogenic fibrosing alveolitis"""""",""""""idiopathic pulmonary fibrosis"""""",""""""IDIOPATHIC PULMONARY FIBROSIS, FAMILIAL""""""],[""""""IPF"""""",""""""Idiopathic fibrosing alveolitis"""""",""""""Diffuse idiopathic pulmonary fibrosis"""""",""""""idiopathic interstitial pneumonia""""""],[""""""accelerated interstitial pneumonia"""""",""""""AIP"""""",""""""Hamman-Rich disease"""""",""""""Hamman-Rich syndrome"""""",""""""Idiopathic pulmonary fibrosis, acute fatal form"""""",""""""acute interstitial pneumonia""""""]"
"2,xref,DOID:974,DOID:50161","[""""""upper respiratory tract disease""""""],[""""""lower respiratory tract disease""""""]"
"2,xref,DOID:50166,DOID:2148","[""""""tuberculous salpingitis""""""],[""""""tuberculous oophoritis""""""]"
"8,xref,DOID:70125,DOID:70128,DOID:70123,DOID:70126,DOID:111140,DOID:50328,DOID:70127,DOID:70124","[""""""congenital nongoitrous hypothyroidism 5"""""",""""""CHNG5""""""],[""""""congenital nongoitrous hypothyroidism 6"""""",""""""CHNG6""""""],[""""""CHNG4"""""",""""""isolated thyrotropin deficiency"""""",""""""congenital nongoitrous hypothyroidism 4""""""],[""""""congenital nongoitrous hypothyroidism 1"""""",""""""CHNG1"""""",""""""TSH resistance""""""],[""""""X-linked central congenital hypothyroidism with late-onset macroorchidism"""""",""""""IGSF1 deficiency syndrome"""""",""""""CHTE"""""",""""""central hypothyroidism and testicular enlargement"""""",""""""X-linked central congenital hypothyroidism with late-onset testicular enlargement""""""],[""""""congenital hypothyroidism""""""],[""""""CHNG3"""""",""""""congenital nongoitrous hypothyroidism 3""""""],[""""""congenital hypothyroidism due to thyroid dysgenesis or hypoplasia"""""",""""""congenital nongoitrous hypothyroidism 2"""""",""""""CHNG2""""""]"
